city,lat,lng,country,iso2,admin_name,population,population_proper
Berlin,52.5167,13.3833,Germany,DE,Berlin,3644826.0,3644826.0
Hamburg,53.55,10.0,Germany,DE,Hamburg,1841179.0,1841179.0
Munich,48.1372,11.5755,Germany,DE,Bavaria,1471508.0,1471508.0
Cologne,50.9422,6.9578,Germany,DE,North Rhine-Westphalia,1085664.0,1085664.0
Frankfurt,50.1136,8.6797,Germany,DE,Hesse,753056.0,753056.0
Bremen,53.1153,8.7975,Germany,DE,Bremen,724909.0,546501.0
Stuttgart,48.7761,9.1775,Germany,DE,Baden-Württemberg,634830.0,634830.0
Düsseldorf,51.2311,6.7724,Germany,DE,North Rhine-Westphalia,619294.0,619294.0
Dortmund,51.5139,7.4653,Germany,DE,North Rhine-Westphalia,587010.0,587010.0
Essen,51.4508,7.0131,Germany,DE,North Rhine-Westphalia,583109.0,583109.0
Dresden,51.0493,13.7384,Germany,DE,Saxony,555805.0,555805.0
Leipzig,51.35,12.3833,Germany,DE,Saxony,542529.0,504971.0
Hannover,52.3744,9.7386,Germany,DE,Lower Saxony,538068.0,538068.0
Nuremberg,49.4528,11.0778,Germany,DE,Bavaria,518365.0,518365.0
Duisburg,51.4322,6.7611,Germany,DE,North Rhine-Westphalia,498590.0,498590.0
Bochum,51.4833,7.2167,Germany,DE,North Rhine-Westphalia,364628.0,364628.0
Wuppertal,51.2667,7.1833,Germany,DE,North Rhine-Westphalia,354382.0,354382.0
Bielefeld,52.0167,8.5333,Germany,DE,North Rhine-Westphalia,333786.0,333786.0
Bonn,50.7339,7.0997,Germany,DE,North Rhine-Westphalia,327258.0,327258.0
Münster,51.9625,7.6256,Germany,DE,North Rhine-Westphalia,314319.0,314319.0
Karlsruhe,49.0167,8.4,Germany,DE,Baden-Württemberg,313092.0,313092.0
Mannheim,49.4878,8.4661,Germany,DE,Baden-Württemberg,309370.0,309370.0
Augsburg,48.3717,10.8983,Germany,DE,Bavaria,295135.0,295135.0
Wiesbaden,50.0825,8.24,Germany,DE,Hesse,278342.0,278342.0
Mönchengladbach,51.2,6.4333,Germany,DE,North Rhine-Westphalia,261454.0,261454.0
Gelsenkirchen,51.5167,7.1,Germany,DE,North Rhine-Westphalia,260654.0,260654.0
Braunschweig,52.2692,10.5211,Germany,DE,Lower Saxony,248292.0,248292.0
Kiel,54.3233,10.1394,Germany,DE,Schleswig-Holstein,247548.0,247548.0
Aachen,50.7762,6.0838,Germany,DE,North Rhine-Westphalia,247380.0,247380.0
Chemnitz,50.8333,12.9167,Germany,DE,Saxony,245403.0,245403.0
Halle,51.4828,11.9697,Germany,DE,Saxony-Anhalt,239257.0,239257.0
Magdeburg,52.1278,11.6292,Germany,DE,Saxony-Anhalt,238697.0,238697.0
Freiburg im Breisgau,47.9947,7.8497,Germany,DE,Baden-Württemberg,230241.0,230241.0
Krefeld,51.3333,6.5667,Germany,DE,North Rhine-Westphalia,227020.0,227020.0
Lübeck,53.8697,10.6864,Germany,DE,Schleswig-Holstein,217198.0,217198.0
Oberhausen,51.4699,6.8514,Germany,DE,North Rhine-Westphalia,210829.0,210829.0
Rostock,54.0833,12.1333,Germany,DE,Mecklenburg-Western Pomerania,208886.0,208886.0
Erfurt,50.9787,11.0328,Germany,DE,Thuringia,203254.0,175476.0
Kassel,51.3158,9.4979,Germany,DE,Hesse,201585.0,201585.0
Hagen,51.3594,7.475,Germany,DE,North Rhine-Westphalia,188814.0,188814.0
Mainz,50.0,8.2711,Germany,DE,Rhineland-Palatinate,184997.0,184997.0
Saarbrücken,49.2333,7.0,Germany,DE,Saarland,180741.0,180741.0
Hamm,51.6667,7.8167,Germany,DE,North Rhine-Westphalia,179111.0,179111.0
Potsdam,52.4,13.0667,Germany,DE,Brandenburg,178089.0,178089.0
Ludwigshafen,49.4811,8.4353,Germany,DE,Rhineland-Palatinate,171061.0,171061.0
Mülheim,51.4283,6.8789,Germany,DE,North Rhine-Westphalia,170880.0,170880.0
Oldenburg,53.1439,8.2139,Germany,DE,Lower Saxony,168210.0,168210.0
Osnabrück,52.2789,8.0431,Germany,DE,Lower Saxony,164748.0,164748.0
Leverkusen,51.0333,6.9833,Germany,DE,North Rhine-Westphalia,163838.0,163838.0
Heidelberg,49.4122,8.71,Germany,DE,Baden-Württemberg,160355.0,160355.0
Solingen,51.1667,7.0833,Germany,DE,North Rhine-Westphalia,159360.0,159360.0
Darmstadt,49.8667,8.65,Germany,DE,Hesse,159207.0,159207.0
Herne,51.5426,7.219,Germany,DE,North Rhine-Westphalia,156374.0,156374.0
Neuss,51.2003,6.6939,Germany,DE,North Rhine-Westphalia,153796.0,153796.0
Regensburg,49.0167,12.0833,Germany,DE,Bavaria,152610.0,152610.0
Paderborn,51.7167,8.7667,Germany,DE,North Rhine-Westphalia,150580.0,150580.0
Ingolstadt,48.7636,11.4261,Germany,DE,Bavaria,136981.0,136981.0
Würzburg,49.7944,9.9294,Germany,DE,Bavaria,127880.0,127880.0
Fürth,49.4783,10.9903,Germany,DE,Bavaria,127748.0,127748.0
Ulm,48.3984,9.9916,Germany,DE,Baden-Württemberg,126329.0,126329.0
Heilbronn,49.1404,9.218,Germany,DE,Baden-Württemberg,125960.0,125960.0
Pforzheim,48.895,8.705,Germany,DE,Baden-Württemberg,125542.0,125542.0
Wolfsburg,52.4231,10.7872,Germany,DE,Lower Saxony,124151.0,124151.0
Göttingen,51.5339,9.9356,Germany,DE,Lower Saxony,119801.0,119801.0
Bottrop,51.5232,6.9253,Germany,DE,North Rhine-Westphalia,117383.0,117383.0
Reutlingen,48.4833,9.2167,Germany,DE,Baden-Württemberg,115966.0,115966.0
Koblenz,50.3597,7.5978,Germany,DE,Rhineland-Palatinate,114024.0,114024.0
Bremerhaven,53.55,8.5833,Germany,DE,Bremen,113634.0,113634.0
Recklinghausen,51.6167,7.2,Germany,DE,North Rhine-Westphalia,112267.0,112267.0
Bergisch Gladbach,50.9917,7.1367,Germany,DE,North Rhine-Westphalia,111966.0,111966.0
Erlangen,49.5964,11.0044,Germany,DE,Bavaria,111962.0,111962.0
Jena,50.9272,11.5864,Germany,DE,Thuringia,111407.0,111407.0
Remscheid,51.1906,7.2247,Germany,DE,North Rhine-Westphalia,110994.0,110994.0
Trier,49.7567,6.6414,Germany,DE,Rhineland-Palatinate,110636.0,110636.0
Salzgitter,52.1503,10.3593,Germany,DE,Lower Saxony,104948.0,104948.0
Moers,51.4592,6.6197,Germany,DE,North Rhine-Westphalia,103725.0,103725.0
Siegen,50.8756,8.0167,Germany,DE,North Rhine-Westphalia,102836.0,102836.0
Hildesheim,52.15,9.95,Germany,DE,Lower Saxony,101990.0,101990.0
Cottbus,51.7606,14.3342,Germany,DE,Brandenburg,100219.0,100219.0
Gütersloh,51.9,8.3833,Germany,DE,North Rhine-Westphalia,100194.0,100194.0
Kaiserslautern,49.4447,7.7689,Germany,DE,Rhineland-Palatinate,100030.0,100030.0
Witten,51.4333,7.3333,Germany,DE,North Rhine-Westphalia,96563.0,96563.0
Hanau,50.1328,8.9169,Germany,DE,Hesse,96023.0,96023.0
Schwerin,53.6333,11.4167,Germany,DE,Mecklenburg-Western Pomerania,95818.0,95818.0
Gera,50.8782,12.0824,Germany,DE,Thuringia,94152.0,94152.0
Esslingen,48.7406,9.3108,Germany,DE,Baden-Württemberg,93542.0,93542.0
Ludwigsburg,48.8975,9.1919,Germany,DE,Baden-Württemberg,93499.0,93499.0
Iserlohn,51.3833,7.6667,Germany,DE,North Rhine-Westphalia,92666.0,92666.0
Düren,50.8,6.4833,Germany,DE,North Rhine-Westphalia,90733.0,90733.0
Tübingen,48.52,9.0556,Germany,DE,Baden-Württemberg,90546.0,90546.0
Flensburg,54.7819,9.4367,Germany,DE,Schleswig-Holstein,90164.0,90164.0
Zwickau,50.7189,12.4961,Germany,DE,Saxony,89540.0,89540.0
Gießen,50.5833,8.6667,Germany,DE,Hesse,88546.0,88546.0
Ratingen,51.3,6.85,Germany,DE,North Rhine-Westphalia,87297.0,87297.0
Lünen,51.6167,7.5167,Germany,DE,North Rhine-Westphalia,86449.0,86449.0
Villingen-Schwenningen,48.0603,8.4586,Germany,DE,Baden-Württemberg,85181.0,85181.0
Konstanz,47.6633,9.1753,Germany,DE,Baden-Württemberg,84760.0,84760.0
Marl,51.6667,7.1167,Germany,DE,North Rhine-Westphalia,83941.0,83941.0
Worms,49.6319,8.3653,Germany,DE,Rhineland-Palatinate,83330.0,83330.0
Velbert,51.34,7.0416,Germany,DE,North Rhine-Westphalia,81984.0,81984.0
Minden,52.2883,8.9167,Germany,DE,North Rhine-Westphalia,81682.0,81682.0
Dessau-Roßlau,51.8333,12.2333,Germany,DE,Saxony-Anhalt,81237.0,81237.0
Neumünster,54.0714,9.99,Germany,DE,Schleswig-Holstein,79487.0,79487.0
Norderstedt,53.7064,10.0103,Germany,DE,Schleswig-Holstein,79159.0,79159.0
Delmenhorst,53.0506,8.6317,Germany,DE,Lower Saxony,77607.0,77607.0
Bamberg,49.8917,10.8917,Germany,DE,Bavaria,77592.0,77592.0
Viersen,51.2556,6.3917,Germany,DE,North Rhine-Westphalia,76905.0,76905.0
Marburg,50.8167,8.7667,Germany,DE,Hesse,76851.0,76851.0
Rheine,52.2833,7.4333,Germany,DE,North Rhine-Westphalia,76107.0,76107.0
Wilhelmshaven,53.5167,8.1333,Germany,DE,Lower Saxony,76097.0,76097.0
Gladbeck,51.5713,6.9827,Germany,DE,North Rhine-Westphalia,75687.0,75687.0
Lüneburg,53.2525,10.4144,Germany,DE,Lower Saxony,75351.0,75351.0
Troisdorf,50.8161,7.1556,Germany,DE,North Rhine-Westphalia,74903.0,74903.0
Dorsten,51.66,6.9642,Germany,DE,North Rhine-Westphalia,74736.0,74736.0
Bayreuth,49.9481,11.5783,Germany,DE,Bavaria,74657.0,74657.0
Detmold,51.9378,8.8833,Germany,DE,North Rhine-Westphalia,74388.0,74388.0
Arnsberg,51.3967,8.0644,Germany,DE,North Rhine-Westphalia,73628.0,73628.0
Castrop-Rauxel,51.55,7.3167,Germany,DE,North Rhine-Westphalia,73425.0,73425.0
Lüdenscheid,51.2198,7.6273,Germany,DE,North Rhine-Westphalia,72611.0,72611.0
Landshut,48.5397,12.1508,Germany,DE,Bavaria,72404.0,72404.0
Brandenburg,52.4117,12.5561,Germany,DE,Brandenburg,72124.0,72124.0
Bocholt,51.8333,6.6167,Germany,DE,North Rhine-Westphalia,71099.0,71099.0
Aschaffenburg,49.9757,9.1478,Germany,DE,Bavaria,70527.0,70527.0
Celle,52.6256,10.0825,Germany,DE,Lower Saxony,69602.0,69602.0
Kempten,47.7333,10.3167,Germany,DE,Bavaria,68907.0,68907.0
Fulda,50.5528,9.6775,Germany,DE,Hesse,68586.0,68586.0
Aalen,48.8372,10.0936,Germany,DE,Baden-Württemberg,68456.0,68456.0
Lippstadt,51.6667,8.35,Germany,DE,North Rhine-Westphalia,67901.0,67901.0
Dinslaken,51.5667,6.7333,Germany,DE,North Rhine-Westphalia,67525.0,67525.0
Herford,52.1146,8.6734,Germany,DE,North Rhine-Westphalia,66608.0,66608.0
Kerpen,50.8719,6.6961,Germany,DE,North Rhine-Westphalia,66206.0,66206.0
Weimar,50.9833,11.3167,Germany,DE,Thuringia,65090.0,65090.0
Plauen,50.495,12.1383,Germany,DE,Saxony,64931.0,64931.0
Sindelfingen,48.7133,9.0028,Germany,DE,Baden-Württemberg,64858.0,64858.0
Neuwied,50.4286,7.4614,Germany,DE,Rhineland-Palatinate,64574.0,64574.0
Dormagen,51.0964,6.84,Germany,DE,North Rhine-Westphalia,64335.0,64335.0
Neubrandenburg,53.5569,13.2608,Germany,DE,Mecklenburg-Western Pomerania,64086.0,64086.0
Grevenbroich,51.0883,6.5875,Germany,DE,North Rhine-Westphalia,63620.0,63620.0
Rosenheim,47.8561,12.1289,Germany,DE,Bavaria,63324.0,63324.0
Herten,51.6,7.1333,Germany,DE,North Rhine-Westphalia,61791.0,61791.0
Bergheim,50.9667,6.65,Germany,DE,North Rhine-Westphalia,61612.0,61612.0
Schwäbisch Gmünd,48.8,9.8,Germany,DE,Baden-Württemberg,61186.0,61186.0
Coburg,50.2666,10.9666,Germany,DE,Bavaria,61054.0,41901.0
Friedrichshafen,47.6542,9.4792,Germany,DE,Baden-Württemberg,60865.0,60865.0
Garbsen,52.4183,9.5981,Germany,DE,Lower Saxony,60754.0,60754.0
Wesel,51.6586,6.6178,Germany,DE,North Rhine-Westphalia,60357.0,60357.0
Hürth,50.8775,6.8761,Germany,DE,North Rhine-Westphalia,60189.0,60189.0
Offenburg,48.4708,7.9408,Germany,DE,Baden-Württemberg,59646.0,59646.0
Stralsund,54.3,13.0833,Germany,DE,Mecklenburg-Western Pomerania,59421.0,59421.0
Greifswald,54.0833,13.3833,Germany,DE,Mecklenburg-Western Pomerania,59382.0,59382.0
Langenfeld,51.1167,6.95,Germany,DE,North Rhine-Westphalia,58927.0,58927.0
Neu-Ulm,48.3833,10.0,Germany,DE,Bavaria,58707.0,58707.0
Unna,51.5347,7.6889,Germany,DE,North Rhine-Westphalia,58633.0,58633.0
Euskirchen,50.6597,6.7917,Germany,DE,North Rhine-Westphalia,57975.0,57975.0
Frankfurt (Oder),52.35,14.55,Germany,DE,Brandenburg,57873.0,57873.0
Göppingen,48.7025,9.6528,Germany,DE,Baden-Württemberg,57558.0,57558.0
Hameln,52.1031,9.36,Germany,DE,Lower Saxony,57510.0,57510.0
Stolberg,50.7667,6.2333,Germany,DE,North Rhine-Westphalia,56792.0,56792.0
Eschweiler,50.8167,6.2833,Germany,DE,North Rhine-Westphalia,56385.0,56385.0
Görlitz,51.1528,14.9872,Germany,DE,Saxony,56324.0,56324.0
Meerbusch,51.2667,6.6667,Germany,DE,North Rhine-Westphalia,56189.0,56189.0
Sankt Augustin,50.77,7.1867,Germany,DE,North Rhine-Westphalia,55767.0,55767.0
Hilden,51.1714,6.9394,Germany,DE,North Rhine-Westphalia,55764.0,55764.0
Waiblingen,48.8303,9.3169,Germany,DE,Baden-Württemberg,55449.0,55449.0
Baden-Baden,48.7619,8.2408,Germany,DE,Baden-Württemberg,55123.0,55123.0
Langenhagen,52.4394,9.74,Germany,DE,Lower Saxony,54631.0,54631.0
Hattingen,51.3992,7.1858,Germany,DE,North Rhine-Westphalia,54562.0,54562.0
Lingen,52.5233,7.3172,Germany,DE,Lower Saxony,54422.0,54422.0
Bad Homburg,50.2292,8.6105,Germany,DE,Hesse,54248.0,54248.0
Bad Salzuflen,52.0875,8.7506,Germany,DE,North Rhine-Westphalia,54127.0,54127.0
Pulheim,51.0,6.8,Germany,DE,North Rhine-Westphalia,54071.0,54071.0
Schweinfurt,50.05,10.2333,Germany,DE,Bavaria,54032.0,54032.0
Nordhorn,52.4333,7.0667,Germany,DE,Lower Saxony,53403.0,53403.0
Neustadt,49.35,8.15,Germany,DE,Rhineland-Palatinate,53148.0,53148.0
Wetzlar,50.5667,8.5,Germany,DE,Hesse,52954.0,52954.0
Ahlen,51.7633,7.8911,Germany,DE,North Rhine-Westphalia,52582.0,52582.0
Frechen,50.9167,6.8167,Germany,DE,North Rhine-Westphalia,52473.0,52473.0
Passau,48.5667,13.4667,Germany,DE,Bavaria,52469.0,52469.0
Wolfenbüttel,52.1622,10.5369,Germany,DE,Lower Saxony,52174.0,52174.0
Ibbenbüren,52.2778,7.7167,Germany,DE,North Rhine-Westphalia,51904.0,51904.0
Kleve,51.79,6.14,Germany,DE,North Rhine-Westphalia,51845.0,51845.0
Bad Kreuznach,49.8469,7.8669,Germany,DE,Rhineland-Palatinate,50948.0,50948.0
Goslar,51.906,10.4292,Germany,DE,Lower Saxony,50753.0,50753.0
Gummersbach,51.0333,7.5667,Germany,DE,North Rhine-Westphalia,50688.0,50688.0
Ravensburg,47.7831,9.6114,Germany,DE,Baden-Württemberg,50623.0,50623.0
Willich,51.2631,6.5492,Germany,DE,North Rhine-Westphalia,50592.0,50592.0
Speyer,49.3194,8.4311,Germany,DE,Rhineland-Palatinate,50378.0,50378.0
Böblingen,48.6833,9.0,Germany,DE,Baden-Württemberg,50155.0,50155.0
Peine,52.3203,10.2336,Germany,DE,Lower Saxony,49952.0,49952.0
Emden,53.3669,7.2061,Germany,DE,Lower Saxony,49913.0,49913.0
Elmshorn,53.7547,9.6536,Germany,DE,Schleswig-Holstein,49883.0,49883.0
Erftstadt,50.8167,6.7667,Germany,DE,North Rhine-Westphalia,49801.0,49801.0
Rastatt,48.8572,8.2031,Germany,DE,Baden-Württemberg,49783.0,49783.0
Heidenheim,48.6761,10.1544,Germany,DE,Baden-Württemberg,49526.0,49526.0
Lörrach,47.6156,7.6614,Germany,DE,Baden-Württemberg,49347.0,49347.0
Leonberg,48.8014,9.0131,Germany,DE,Baden-Württemberg,48733.0,48733.0
Bergkamen,51.6167,7.6333,Germany,DE,North Rhine-Westphalia,48725.0,48725.0
Bad Oeynhausen,52.2,8.8,Germany,DE,North Rhine-Westphalia,48702.0,48702.0
Freising,48.4028,11.7489,Germany,DE,Bavaria,48634.0,48634.0
Frankenthal,49.5333,8.35,Germany,DE,Rhineland-Palatinate,48561.0,48561.0
Rheda-Wiedenbrück,51.8417,8.3,Germany,DE,North Rhine-Westphalia,48505.0,48505.0
Cuxhaven,53.8667,8.7,Germany,DE,Lower Saxony,48358.0,48358.0
Bornheim,50.7592,7.005,Germany,DE,North Rhine-Westphalia,48326.0,48326.0
Gronau,52.2125,7.0417,Germany,DE,North Rhine-Westphalia,48072.0,48072.0
Straubing,48.8772,12.5758,Germany,DE,Bavaria,47794.0,47794.0
Stade,53.6008,9.4764,Germany,DE,Lower Saxony,47533.0,47533.0
Soest,51.5711,8.1092,Germany,DE,North Rhine-Westphalia,47460.0,47460.0
Dachau,48.2603,11.4342,Germany,DE,Bavaria,47400.0,47400.0
Alsdorf,50.8744,6.1615,Germany,DE,North Rhine-Westphalia,47018.0,47018.0
Landau,49.1994,8.1231,Germany,DE,Rhineland-Palatinate,46677.0,46677.0
Dülmen,51.8308,7.2783,Germany,DE,North Rhine-Westphalia,46590.0,46590.0
Melle,52.2031,8.3361,Germany,DE,Lower Saxony,46493.0,46493.0
Neunkirchen,49.3448,7.1799,Germany,DE,Saarland,46469.0,46469.0
Herzogenrath,50.8667,6.1,Germany,DE,North Rhine-Westphalia,46402.0,46402.0
Schwerte,51.4458,7.5653,Germany,DE,North Rhine-Westphalia,46340.0,46340.0
Oberursel,50.2028,8.5769,Germany,DE,Hesse,46248.0,46248.0
Wittenberg,51.8671,12.6484,Germany,DE,Saxony-Anhalt,46008.0,46008.0
Hof,50.3167,11.9167,Germany,DE,Bavaria,45930.0,45930.0
Filderstadt,48.6667,9.2167,Germany,DE,Baden-Württemberg,45813.0,45813.0
Gotha,50.9489,10.7183,Germany,DE,Thuringia,45733.0,45733.0
Fellbach,48.8086,9.2758,Germany,DE,Baden-Württemberg,45671.0,45671.0
Bünde,52.2,8.6,Germany,DE,North Rhine-Westphalia,45521.0,45521.0
Albstadt,48.2119,9.0239,Germany,DE,Baden-Württemberg,45327.0,45327.0
Weinheim,49.5561,8.6697,Germany,DE,Baden-Württemberg,45284.0,45284.0
Rodgau,50.0256,8.8841,Germany,DE,Hesse,45202.0,45202.0
Bruchsal,49.1333,8.6,Germany,DE,Baden-Württemberg,44644.0,44644.0
Oranienburg,52.7544,13.2369,Germany,DE,Brandenburg,44512.0,44512.0
Brühl,50.8333,6.9,Germany,DE,North Rhine-Westphalia,44397.0,44397.0
Erkrath,51.2239,6.9147,Germany,DE,North Rhine-Westphalia,44384.0,44384.0
Neustadt am Rübenberge,52.5055,9.4636,Germany,DE,Lower Saxony,44282.0,44282.0
Lehrte,52.3725,9.9769,Germany,DE,Lower Saxony,43999.0,43999.0
Kaufbeuren,47.88,10.6225,Germany,DE,Bavaria,43893.0,43893.0
Falkensee,52.5583,13.0917,Germany,DE,Brandenburg,43838.0,43838.0
Memmingen,47.9878,10.1811,Germany,DE,Bavaria,43837.0,43837.0
Kaarst,51.2278,6.6273,Germany,DE,North Rhine-Westphalia,43433.0,43433.0
Erkelenz,51.08,6.3156,Germany,DE,North Rhine-Westphalia,43364.0,43364.0
Pinneberg,53.6591,9.8009,Germany,DE,Schleswig-Holstein,43280.0,43280.0
Bietigheim-Bissingen,48.9667,9.1333,Germany,DE,Baden-Württemberg,43093.0,43093.0
Kamen,51.5917,7.6653,Germany,DE,North Rhine-Westphalia,42971.0,42971.0
Wismar,53.8925,11.465,Germany,DE,Mecklenburg-Western Pomerania,42550.0,42550.0
Borken,51.8439,6.8583,Germany,DE,North Rhine-Westphalia,42530.0,42530.0
Gifhorn,52.4886,10.5464,Germany,DE,Lower Saxony,42519.0,42519.0
Nettetal,51.3167,6.2833,Germany,DE,North Rhine-Westphalia,42493.0,42493.0
Eisenach,50.9747,10.3244,Germany,DE,Thuringia,42370.0,42370.0
Dreieich,50.0189,8.6961,Germany,DE,Hesse,42091.0,42091.0
Aurich,53.4714,7.4836,Germany,DE,Lower Saxony,41991.0,41991.0
Amberg,49.4444,11.8483,Germany,DE,Bavaria,41970.0,41970.0
Heinsberg,51.0631,6.0964,Germany,DE,North Rhine-Westphalia,41946.0,41946.0
Ansbach,49.3,10.5833,Germany,DE,Bavaria,41847.0,41847.0
Homburg,49.3167,7.3333,Germany,DE,Saarland,41811.0,41811.0
Nordhausen,51.505,10.7911,Germany,DE,Thuringia,41791.0,41791.0
Wunstorf,52.4238,9.4359,Germany,DE,Lower Saxony,41594.0,41594.0
Siegburg,50.8014,7.2044,Germany,DE,North Rhine-Westphalia,41463.0,41463.0
Laatzen,52.3077,9.8133,Germany,DE,Lower Saxony,41422.0,41422.0
Königswinter,50.6833,7.1833,Germany,DE,North Rhine-Westphalia,41243.0,41243.0
Nürtingen,48.6267,9.3353,Germany,DE,Baden-Württemberg,41093.0,41093.0
Freiberg,50.9119,13.3428,Germany,DE,Saxony,40885.0,40885.0
Schwabach,49.3292,11.0208,Germany,DE,Bavaria,40792.0,40792.0
Lemgo,52.0277,8.9043,Germany,DE,North Rhine-Westphalia,40696.0,40696.0
Kirchheim unter Teck,48.6483,9.4511,Germany,DE,Baden-Württemberg,40523.0,40523.0
Bensheim,49.6811,8.6228,Germany,DE,Hesse,40456.0,40456.0
Schwäbisch Hall,49.1122,9.7375,Germany,DE,Baden-Württemberg,40440.0,40440.0
Weißenfels,51.2,11.9667,Germany,DE,Saxony-Anhalt,40409.0,40409.0
Pirmasens,49.2,7.6,Germany,DE,Rhineland-Palatinate,40403.0,40403.0
Germering,48.1333,11.3667,Germany,DE,Bavaria,40389.0,40389.0
Eberswalde,52.8331,13.8331,Germany,DE,Brandenburg,40387.0,40387.0
Halberstadt,51.8958,11.0467,Germany,DE,Saxony-Anhalt,40256.0,40256.0
Buxtehude,53.4769,9.7011,Germany,DE,Lower Saxony,40150.0,40150.0
Leinfelden-Echterdingen,48.6928,9.1428,Germany,DE,Baden-Württemberg,40092.0,40092.0
Neumarkt,49.2833,11.4667,Germany,DE,Bavaria,40002.0,40002.0
Hückelhoven,51.0608,6.2197,Germany,DE,North Rhine-Westphalia,39931.0,39931.0
Hofheim,50.0876,8.4447,Germany,DE,Hesse,39766.0,39766.0
Freital,51.0167,13.65,Germany,DE,Saxony,39709.0,39709.0
Löhne,52.2,8.7,Germany,DE,North Rhine-Westphalia,39697.0,39697.0
Schorndorf,48.8,9.5333,Germany,DE,Baden-Württemberg,39634.0,39634.0
Stendal,52.6,11.85,Germany,DE,Saxony-Anhalt,39439.0,39439.0
Völklingen,49.25,6.8333,Germany,DE,Saarland,39374.0,39374.0
Ettlingen,48.9333,8.4,Germany,DE,Baden-Württemberg,39339.0,39339.0
Ostfildern,48.7228,9.2631,Germany,DE,Baden-Württemberg,39321.0,39321.0
Maintal,50.15,8.8333,Germany,DE,Hesse,39298.0,39298.0
Ahaus,52.0794,7.0134,Germany,DE,North Rhine-Westphalia,39223.0,39223.0
Ilmenau,50.6872,10.9142,Germany,DE,Thuringia,39017.0,39017.0
Mettmann,51.25,6.9667,Germany,DE,North Rhine-Westphalia,38829.0,38829.0
Würselen,50.8247,6.1275,Germany,DE,North Rhine-Westphalia,38712.0,38712.0
Bitterfeld,51.6167,12.3167,Germany,DE,Saxony,38475.0,38475.0
Bautzen,51.1814,14.4239,Germany,DE,Saxony,38329.0,38329.0
Pirna,50.9622,13.9403,Germany,DE,Saxony,38316.0,38316.0
Niederkassel,50.8167,7.0333,Germany,DE,North Rhine-Westphalia,38218.0,38218.0
Langen,49.9893,8.6803,Germany,DE,Hesse,37902.0,37902.0
Greven,52.0917,7.6083,Germany,DE,North Rhine-Westphalia,37692.0,37692.0
Fürstenfeldbruck,48.1778,11.2556,Germany,DE,Bavaria,37677.0,37677.0
Neu Isenburg,50.0558,8.6971,Germany,DE,Hesse,37668.0,37668.0
Papenburg,53.0667,7.4,Germany,DE,Lower Saxony,37579.0,37579.0
Kamp-Lintfort,51.5,6.5333,Germany,DE,North Rhine-Westphalia,37391.0,37391.0
Backnang,48.9464,9.4306,Germany,DE,Baden-Württemberg,37253.0,37253.0
Warendorf,51.9539,7.9933,Germany,DE,North Rhine-Westphalia,37226.0,37226.0
